Date,Name,Tweets,Open_BABA,High_BABA,Low_BABA,Close_BABA,Volume_BABA
2020-10-10,Jack Ma,I am honored to partner with HRH The Duke of Cambridge @KensingtonRoyal &amp; other global leaders and organizations to… https://t.co/CoFwaV8oAb,,,,,
2020-10-09,,,298.54998779296875,302.6099853515625,297.739990234375,299.739990234375,11442200
2020-10-08,,,298.1099853515625,302.29998779296875,295.4410095214844,300.5400085449219,15105800
2020-10-07,,,297.989990234375,299.510009765625,292.8699951171875,296.5,16669300
2020-10-06,,,287.4100036621094,296.8399963378906,286.9100036621094,292.3900146484375,15860400
2020-10-05,,,289.05999755859375,290.0,284.8800048828125,288.2699890136719,17876400
2020-10-02,,,286.6199951171875,291.97900390625,286.510009765625,288.1700134277344,11482800
2020-10-01,,,295.260009765625,295.5899963378906,288.25,290.04998779296875,16304000
2020-09-30,,,284.010009765625,295.0,283.7099914550781,293.9800109863281,24709900
2020-09-29,,,275.42999267578125,279.29998779296875,274.89999389648443,276.92999267578125,7673300
2020-09-28,,,275.52999877929693,278.83999633789057,274.19900512695307,276.010009765625,8761700
2020-09-25,,,267.57000732421875,271.8099975585937,264.5599975585937,271.08999633789057,11466600
2020-09-24,,,267.92999267578125,271.25,267.33401489257807,269.73001098632807,9562100
2020-09-23,,,275.39999389648443,277.82998657226557,271.5,272.95001220703125,7353200
2020-09-22,,,276.01998901367193,276.32000732421875,270.04998779296875,275.29000854492193,9673300
2020-09-21,,,269.10000610351557,274.22000122070307,266.39999389648443,273.82000732421875,9076400
2020-09-18,,,275.98001098632807,277.26998901367193,270.54998779296875,272.41000366210943,11753500
2020-09-17,,,273.1099853515625,275.89999389648443,272.32101440429693,275.72000122070307,8016900
2020-09-16,,,281.02999877929693,283.6050109863281,278.0,278.1400146484375,9583500
2020-09-15,,,278.0,279.10000610351557,274.79998779296875,277.95999145507807,8291400
2020-09-14,,,275.3599853515625,276.29000854492193,271.760009765625,274.10000610351557,7883300
2020-09-11,,,272.6300048828125,274.52999877929693,268.1199951171875,271.6099853515625,9412800
2020-09-10,,,274.89999389648443,277.10000610351557,267.39999389648443,267.54998779296875,10676800
2020-09-09,,,274.45001220703125,275.6400146484375,270.8800048828125,273.14999389648443,9465700
2020-09-08,,,270.23001098632807,273.97000122070307,266.58999633789057,270.01998901367193,12734000
2020-09-04,,,279.60000610351557,283.7799987792969,267.3900146484375,281.3900146484375,15885800
2020-09-03,,,289.0,290.7330017089844,278.16000366210943,282.5,16766200
2020-09-02,,,299.0,299.0,289.7900085449219,296.07000732421875,12638600
2020-09-01,,,289.20001220703125,298.0,288.8699951171875,298.0,13815900
2020-08-31,,,288.6199951171875,289.19000244140625,283.6099853515625,287.0299987792969,13253800
2020-08-28,,,285.0899963378906,289.5,283.57000732421875,289.0,9689600
2020-08-27,,,290.1700134277344,290.25,282.1000061035156,284.1700134277344,14805800
2020-08-26,,,289.260009765625,292.4800109863281,284.1000061035156,291.9599914550781,19530300
2020-08-25,,,278.0599975585937,289.1199951171875,276.04000854492193,286.0,27535500
2020-08-24,,,273.239990234375,276.97000122070307,271.6199951171875,276.01998901367193,22475800
2020-08-21,,,259.02999877929693,267.42999267578125,258.3099975585937,265.79998779296875,25648200
2020-08-20,,,256.8900146484375,258.8800048828125,254.17999267578125,257.97000122070307,21460800
2020-08-19,Jack Ma,Congrats to the top 20 Africa's Business Heroes finalists! Selected from 22k+ applications across all 54 African co… https://t.co/Y2cndKaC88,260.8900146484375,261.29000854492193,257.3800048828125,260.58999633789057,14096500
2020-08-18,,,258.70999145507807,261.42001342773443,256.0599975585937,259.20001220703125,13267800
2020-08-17,,,253.0,257.375,250.0850067138672,256.95999145507807,9760000
2020-08-14,,,255.4900054931641,255.7700042724609,251.63999938964844,253.97000122070312,7876400
2020-08-13,,,256.3900146484375,256.97000122070307,252.8800048828125,253.72000122070312,8794500
2020-08-12,,,249.25,256.07998657226557,248.67999267578125,255.19000244140625,11120400
2020-08-11,,,251.2899932861328,252.8800048828125,247.8300018310547,248.4199981689453,10681800
2020-08-10,,,249.33999633789062,251.75,246.1000061035156,248.1300048828125,13621700
2020-08-07,,,257.41000366210943,257.760009765625,247.57000732421875,252.1000061035156,22517800
2020-08-06,,,263.42001342773443,265.70001220703125,259.20001220703125,265.67999267578125,10359500
2020-08-05,,,263.739990234375,265.9760131835937,261.7550048828125,264.91000366210943,10729200
2020-08-04,,,260.07998657226557,262.5599975585937,258.82000732421875,262.20001220703125,10994500
2020-08-03,,,254.0200042724609,260.64999389648443,254.0,257.94000244140625,11530300
2020-07-31,,,254.1999969482422,254.3999938964844,248.1000061035156,251.0200042724609,12310700
2020-07-30,,,251.6999969482422,253.8600006103516,249.6199951171875,252.7400054931641,7032900
2020-07-29,,,250.33999633789062,254.3000030517578,250.1000061035156,252.4499969482422,11493600
2020-07-28,,,251.1499938964844,251.6499938964844,248.52999877929688,249.0500030517578,9878700
2020-07-27,,,247.1100006103516,252.8699951171875,245.80999755859366,250.8600006103516,18966900
2020-07-24,,,244.9600067138672,249.47999572753903,241.88999938964844,249.0,17221500
2020-07-23,,,252.1000061035156,257.66000366210943,248.69000244140625,251.8800048828125,25712000
2020-07-22,,,255.75999450683602,256.26998901367193,249.6000061035156,251.6999969482422,19682200
2020-07-21,,,261.20999145507807,261.92001342773443,256.51998901367193,257.89999389648443,17130300
2020-07-20,,,256.45001220703125,257.67001342773443,252.42999267578125,254.80999755859366,19015000
2020-07-17,,,246.5500030517578,247.92999267578125,244.47999572753903,247.13999938964844,18742400
2020-07-16,,,241.7700042724609,245.0500030517578,240.7400054931641,242.5,18032100
2020-07-15,Jack Ma,Let's support #CyberMulan to help 50 million women achieve their dreams with tech! Please share and recognize the… https://t.co/aiFlinOzxs,251.47999572753903,252.5,246.5399932861328,249.2100067138672,12614700
2020-07-14,,,246.57000732421875,249.75,241.22999572753903,248.5800018310547,19782600
2020-07-13,,,261.45001220703125,265.66000366210943,250.67999267578125,251.6699981689453,21568700
2020-07-10,,,260.20999145507807,261.89999389648443,255.7100067138672,261.010009765625,20335000
2020-07-09,,,265.54998779296875,268.0,255.91000366210938,261.57998657226557,36803900
2020-07-08,,,244.8600006103516,258.489990234375,244.0200042724609,257.67999267578125,39922700
