Date,Name,Tweets,Open_DELL,High_DELL,Low_DELL,Close_DELL,Volume_DELL
2020-10-20,Michael Dell,The innovation engine is cranked up high at @VMware! Project Monterey is making the vSphere platform a truly distri… https://t.co/dbsGtQRlxJ,70.12999725341797,70.38999938964844,69.37000274658203,69.41000366210939,747400
2020-10-19,Michael Dell,"I hope you all will join me at #DellTechWorld this week. Register today!
https://t.co/TltAKzTrRy",70.4000015258789,70.91000366210938,69.23000335693361,69.5,1058100
2020-10-19,Michael Dell,Congratulations @TamiErwinVZ! It will be an honor to have one of @FortuneMagazine’s Most Powerful Women in Business… https://t.co/quF93KIECI,70.4000015258789,70.91000366210938,69.23000335693361,69.5,1058100
2020-10-19,Michael Dell,"5 years later... Thanks to our customers and many talented leaders and innovators, @VMware continues to thrive and… https://t.co/BDMJmj2wQ8",70.4000015258789,70.91000366210938,69.23000335693361,69.5,1058100
2020-10-14,Michael Dell,"PC “I’m not dead!” 😂

https://t.co/jjlKUHu0UJ",70.75,71.44999694824219,70.27999877929689,70.6500015258789,1052900
2020-10-14,Michael Dell,"10 yrs ago the PC ""official died"". 

This incorrect narrative also helped @Dell go private.

The death of the PC wa… https://t.co/nWU2Wecqj0",70.75,71.44999694824219,70.27999877929689,70.6500015258789,1052900
2020-10-13,Michael Dell,"Great to see @DellTech among the Fortune's list of World's 25 Best Workplaces

https://t.co/Cue1lvQerq",70.0,71.04000091552734,69.55000305175781,70.51000213623047,1605400
2020-10-09,Michael Dell,"If you missed the announcements at #VMWorld - you can catch up on all the latest whenever it fits your schedule.
https://t.co/UUONtDH4dB",69.08999633789061,69.44000244140625,68.33999633789061,68.38999938964844,1164500
2020-10-09,Michael Dell,"Built for high performance and large storage, with a deep layer of defense to protect your business and your custom… https://t.co/vt2YksPxDy",69.08999633789061,69.44000244140625,68.33999633789061,68.38999938964844,1164500
2020-10-08,Michael Dell,"Only if your desk is not big enough for this: https://t.co/KGEePvRQvS

https://t.co/QzdHkg2n2y",67.5,69.22000122070311,67.44000244140625,68.66000366210939,2481000
2020-10-08,Michael Dell,"Congratulations @jburton and @Observe_Inc team! 🚀

https://t.co/avwnRSCsrA",67.5,69.22000122070311,67.44000244140625,68.66000366210939,2481000
2020-10-06,Michael Dell,I'm getting ready for #DellTechWorld. Have you registered yet? I hope to virtually see you there! 😊 https://t.co/d7nVJkxBEE,68.08999633789061,68.87999725341797,67.19999694824219,67.48000335693361,1922300
2020-10-02,Michael Dell,The vision of @boomi's Integrated Experiences is to enable the entirety of an organization's data to be connected a… https://t.co/sSQB9D7Dqi,65.88999938964844,67.62999725341797,65.72000122070311,67.16000366210939,1001300
2020-10-01,Michael Dell,"New @Dell Data Science Workstation products deliver the power to deploy and manage cognitive technology platforms,… https://t.co/kN3ZEBBofT",68.18000030517578,68.51000213623047,67.12000274658203,67.54000091552734,1106800
2020-10-01,Michael Dell,Great work by the @VMware team to bring together more than 75 independent software vendors and unite application de… https://t.co/Wtz6xXqEu6,68.18000030517578,68.51000213623047,67.12000274658203,67.54000091552734,1106800
2020-10-01,Michael Dell,Love @VMware + @DellEMC PowerMax integration. Combining forces to add mission-critical availability and the highest… https://t.co/1qlfhSFtvS,68.18000030517578,68.51000213623047,67.12000274658203,67.54000091552734,1106800
2020-09-30,Michael Dell,"Introducing the latest @VMware #Cloud on @DellEMC enhancements focused on enabling #Kubernetes, remote workforce, c… https://t.co/mDyzofSa7b",68.38999938964844,68.87999725341797,67.16999816894531,67.69000244140625,1665600
2020-09-29,Michael Dell,@Bienko @SBAgov @Dell Where did you find this??,67.48999786376953,68.48999786376953,66.88999938964844,68.40000152587889,1375300
2020-09-23,Michael Dell,"Enjoy the moments with your son @maguedlouka and welcome to the @DellTech team little guy!
https://t.co/v1AMO2IeNI",67.22000122070311,67.33999633789061,65.34999847412111,65.61000061035156,2125400
2020-09-23,Michael Dell,"#5G is about much more than the device in your hand, but it's that much better with the industry’s first 5G-Capable… https://t.co/Bh1JYf0Lit",67.22000122070311,67.33999633789061,65.34999847412111,65.61000061035156,2125400
2020-09-22,Michael Dell,"Security needs rapidly evolve, @Secureworks is in front of trends. Red Cloak TDR uses 20 years of research from CTU… https://t.co/DDPc7CqpWJ",66.12000274658203,66.33000183105469,64.97000122070311,66.30999755859375,1089100
2020-09-22,Michael Dell,It's #NationalVoterRegistrationDay and I shared in this video to our @DellTech team members. The most fundamental r… https://t.co/KijayyJEUD,66.12000274658203,66.33000183105469,64.97000122070311,66.30999755859375,1089100
2020-09-22,Michael Dell,Shout-out and thank you 🙏to all teachers near and far! 🙌 https://t.co/2Q2mSHT0Ur,66.12000274658203,66.33000183105469,64.97000122070311,66.30999755859375,1089100
2020-09-22,Michael Dell,"ICYMI: @DellEMC #VxRail now delivers “#Kubernetes at Cloud Speed” with multiple, fully integrated HCI infrastructur… https://t.co/3NEmZc9iXv",66.12000274658203,66.33000183105469,64.97000122070311,66.30999755859375,1089100
2020-09-22,Michael Dell,You're welcome and thank you for having me @INCOMPAS. I do feel strongly that the U.S. needs a national broadband s… https://t.co/NQDme9MMYp,66.12000274658203,66.33000183105469,64.97000122070311,66.30999755859375,1089100
2020-09-21,Michael Dell,"#SilverLinings: Everyone can join us for #DellTechWorld this year - no need to travel! 
https://t.co/AgghhbAjHn",64.76999664306639,65.51999664306639,63.72000122070313,65.5,2166900
2020-09-18,Michael Dell,"Climate change is a critical concern for customers, team members, communities. I believe technology is key to the s… https://t.co/vBdzSAks3t",66.62999725341797,67.16000366210939,65.81999969482422,66.37000274658203,11088800
2020-09-17,Michael Dell,I love that @JanetatDellFdn and the clever team @DellFdn used the stay at home time to install solar panels to powe… https://t.co/76HDaC6XZc,66.33000183105469,67.65000152587889,65.48999786376953,66.55999755859375,2266200
2020-09-17,Michael Dell,Sharing some great news: Our @DellYoungLeader @DellFdn program in #SouthAfrica is now doubling the number of studen… https://t.co/mwyXKJCe6t,66.33000183105469,67.65000152587889,65.48999786376953,66.55999755859375,2266200
2020-09-17,Michael Dell,The tight integration of @DellTech and @VMware continues 🤝 now with Kubernetes and @VMwareTanzu integrated into VxR… https://t.co/eIZ5IXuIPj,66.33000183105469,67.65000152587889,65.48999786376953,66.55999755859375,2266200
2020-09-17,Michael Dell,"Working to provide 57,000 families in India with meals during the pandemic is one way @MagicBusIndia is making a di… https://t.co/O4yzriudPq",66.33000183105469,67.65000152587889,65.48999786376953,66.55999755859375,2266200
