Date,Name,Tweets,Open_TSLA,High_TSLA,Low_TSLA,Close_TSLA,Volume_TSLA
2020-10-21,Elon Musk,@Erdayastronaut After it gets to orbit a few times,422.70001220703125,432.95001220703125,422.2200012207031,430.8800048828125,10247199
2020-10-21,Elon Musk,@Erdayastronaut Raptor has now run for 90 secs at 300 bar chamber pressure before encountering issues. 210 mT-F sea… https://t.co/Rg2eRWhZnT,422.70001220703125,432.95001220703125,422.2200012207031,430.8800048828125,10247199
2020-10-21,Elon Musk,@Erdayastronaut Got a little melty tbh :),422.70001220703125,432.95001220703125,422.2200012207031,430.8800048828125,10247199
2020-10-21,Elon Musk,"@Erdayastronaut Those engines could go 300 bar, but would be dicey. Pushing it for near-term tests doesn’t achieve… https://t.co/pULPf49me1",422.70001220703125,432.95001220703125,422.2200012207031,430.8800048828125,10247199
2020-10-20,Elon Musk,Data from 3 engine Starship static fire this morning looks good. Proceeding with nosecone mate.,431.75,431.75,419.0499877929688,421.9400024414063,31444700
2020-10-20,Elon Musk,"FSD beta rollout happening tonight. Will be extremely slow &amp; cautious, as it should.",431.75,431.75,419.0499877929688,421.9400024414063,31444700
2020-10-19,Elon Musk,@PPathole @toadmeister Yes. We also have to consider population life-months lost from lockdowns &amp; other restriction… https://t.co/0Ct2sVAngy,446.239990234375,447.0,428.8699951171875,430.8299865722656,36287800
2020-10-19,Elon Musk,@toadmeister Sweden at zero deaths Oct 15 https://t.co/Gy9a20uMmX,446.239990234375,447.0,428.8699951171875,430.8299865722656,36287800
2020-10-16,Elon Musk,@Tesmanian_com Current production is slightly better,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,@flcnhvy That free fusion reactor in the sky conveniently converts ~4 million tons of mass into energy every second… https://t.co/3R0oWMReuP,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,"RT @Tesmanian_com: Tesla Model 3 SR+ Has Lowest Energy Consumption of All BEVs, Says Report

https://t.co/7C0V16WT6Y",454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,@bamtheteslaman1 @cleantechnica Doesn’t seem to be any life in this solar system. Maybe under the ice of Europa or… https://t.co/izk0v9Gi47,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,@cleantechnica Very creative,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,@TechAmazing Looks like snoopy,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,møtør trèndé https://t.co/V0yo4JKbS2,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,@CiNoTpyrC That’s my kid haha,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,"@SamTalksTesla Wow, that would be quite a trip!",454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-16,Elon Musk,@SamTalksTesla London to Beijing would be cool,454.4400024414063,455.95001220703125,438.8500061035156,439.6700134277344,32775900
2020-10-15,Elon Musk,@Kristennetten @teslaownersSV You never know,450.30999755859375,456.5700073242188,442.5,448.8800048828125,35672400
2020-10-15,Elon Musk,@PPathole After,450.30999755859375,456.5700073242188,442.5,448.8800048828125,35672400
2020-10-14,Elon Musk,Will be less roomy with 3 vacuum rocket engines added https://t.co/pKtDFdiZYC,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,“What is love? Baby don’t hurt me.”— Winston Churchill,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@lexfridman Nice,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@antonkanerva Yes. Everything is slow to a phased array antenna.,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@PlayOverwatch Sweet …,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,"@Kristennetten @boringcompany @Tesla We simplified this a lot. It’s basically just Teslas in tunnels at this point,… https://t.co/1xhs2AwXB9",449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@WholeMarsBlog @Kristennetten @boringcompany @Tesla Maybe a month or so. Some finishing touches need to be done on the stations.,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@AstroJordy @Kristennetten @boringcompany @Tesla For sure,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,"@flcnhvy @WholeMarsBlog @Kristennetten @boringcompany @Tesla It’s still there, but focus is Vegas &amp; Prufrock, our new tunneling machine",449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,"@teslaownersSV Starting production on 7 seater next month, initial deliveries early December",449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,9 meter or roughly 30 ft diameter,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@Teslarati Making progress,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@gem8mingen @Tesla Congratulations!,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@Neopork85 @SpaceX @NASASpaceflight @austinbarnard45 @whoisheartbreak @Erdayastronaut @FelixSchlang… https://t.co/2Z5mRScc4G,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,"The gauntlet has been thrown down! 

The prophecy will be fulfilled. 

Model S price changes to $69,420 tonight!",449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@kimpaquette Yes,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@UniverCurious Table in tension,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,"@WhatsupFranks @kimpaquette Also, system should autodelete old data automatically by default",449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-14,Elon Musk,@Xbox 😢,449.7799987792969,465.8999938964844,447.3500061035156,461.2999877929688,48045400
2020-10-13,Elon Musk,@ChotiHaque @BillGates @DougStanhope @bobdylan @charltonbrooker @EricIdle @JimCarrey @JohnCleese @sapinker Knee deep,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,"@bad_at_life @WholeMarsBlog Diess is doing his best to move in the right direction, but he’s in a tough position wi… https://t.co/tDF8U6Nd4C",443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@WR4NYGov At least success is in the set of all possible outcomes this time!,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@chipro Yeah,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,RT @SpaceX: The Dragon spacecraft supporting SpaceX’s 21st cargo resupply mission to the @space_station departed our Hawthorne factory last…,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,"RT @SpaceX: This will be the first flight of the upgraded cargo version of Dragon, which is able to carry 50% more science payloads than th…",443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@PlayOverwatch @twomad Or maybe 2 weak turrets to allow more strategic degrees of freedom,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,🤘 The Illuminaughty 🤘,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@teslaownersSV HG2G,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@teslaownersSV I have Goosebumps 2 merch. Not sure how tbh.,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@twomad Um … yes,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@PlayOverwatch @twomad Please buff Torb’s turret!,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
2020-10-13,Elon Musk,@teslaownersSV LotR,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700
